id,lang_abv,language,label,premise,hypothesis
14e6759caf,de,German,0,Time's Titelgeschichte ist der 12-Stufen Programm über den Erfolg in der Digitalzeit von Bill Gates.,Time Magazine bringt einen Artikel über Bill Gates und Erfolg im digitalen Zeitalter.
8a7550f4bd,en,English,0,I believe exactly the opposite.,I don't think that's true.
ef941b25ca,en,English,0,and maybe we'll run across each other again,Perhaps we will cross paths in the future.
263ab8f223,vi,Vietnamese,1,"Trên mép đá ở phía sau một khe hàm ếch, có một chiếc xe hơi màu đen đã nát vụn và một cái phao câu cá màu hồng tươi, trông chỉ bé như món đồ chơi khi so với khối đá.",Chiếc xe đã quẹo khỏi đường vào rơi lên bệ của một tảng đá.
16718b0a51,en,English,2,This important 75 murals and screens obtained in December are evidence that the IMA is dedicated to searching the world's works of art.,"They didn't get anything new, so the museum closed."
2a4580418f,en,English,0,Why blame her because she had been true to her creed? ,Did she deserve to be blamed for following what she believes in?
59a1f51a27,en,English,2,"But it was quite a natural suggestion for a layman to make.""",No one could think of a single idea. 
c55e7f5a93,en,English,0,"The lucrative tin mines of Kuala Lumpur in the State of Selangor, of Sungai Ujong in Negeri Sembilan, and of Larut and Taiping in Perak were run for the Malay rulers by Chinese managers providing coolie labor.",Successful tin mines were owned by the Malay but administrated by the Chinese.
f998cf42a2,en,English,1,A contract that provides for a firm price or in,The contract is written primarily to create the price.
92bc03d9b1,ur,Urdu,1,اور میں واقعی میں ان سے محروم ہونے سے نفرت کرتا ہوں لیکن یہ خطرہ میں سے ایک ہے جو ایک گز میں رہتا ہے کیونکہ میں,صحن ہونے کا مطلب پوری تفریح اور کھیل نہیں ہوتا ہے لیکن میں اس سے لطف اندوز ہوتا ہوں۔
b6b5de6402,en,English,0,i quit i quit drinking at oh a long time ago quit drinking i didn't smoke i don't smoke i gave everything up so i guess i don't know what just old age i guess is why i,I quit drinking and smoking so I guess it is just old age.
6c68139f7c,en,English,2,He touched it and felt his skin swelling and growing hot.,His skin was cold and clammy.
9f4c41b7aa,de,German,1,"Etwas anderes zu tun, würde eine beunruhigende Botschaft an die Mitarbeiter des GAO, die Presse und die Öffentlichkeit senden.","Es ist eine schlechte Nachricht, wenn man den Arbeitern nicht zeigt, dass ihre Stimmen gehört werden."
ecf671b6e8,en,English,2,"The park is a graceful and elegant expanse with fine views of the mountains, much loved by Dubliners since it was first opened to the public in 1747.",The park is ugly and you can't even see the mountains.
cb82d19539,en,English,2,um i've visited the Wyoming area i'm not sure exactly where Dances with Wolves was filmed,I know exactly where Dances with Wolves was filmed.
0ed823ff02,en,English,1,oh i'll bet they did,I'm bet they did after getting into trouble. 
c24d46c929,ru,Russian,1,"Но всё же, также ожидаемо, что использование ED визит как обучающий момент, может быть эффективным для не раненных лиц, которые пьют на свой риск чрезмерно.","Исследования показывают, что большинство людей, испытывающих проблемы с алкоголизмом, хотя бы раз в жизни посещали отделение неотложной помощи."
065f9b2f65,en,English,0,"The entire setup has an anti-competitive, anti-entrepreneurial flavor that rewards political lobbying rather than good business practices.",The setup rewards political lobbying.
e0bbc1205e,en,English,0,"For a second, I thought the crowd might provide me with some cover, or at least slow my pursuers down with its sheer density.",I thought I might hide in the crowd.
db58070c65,en,English,2,What and who will they tax?,We know all about their tax plan.
60fadc642e,en,English,1,"Summer boasts long, warm days with strong sunlight and hazy views.",Be sure to keep a shade umbrella with you during the Summer.
2529e8f427,tr,Turkish,0,"Colonia de Sant Jordi, otel ve villalarla kaplı ancak bir tatil yeri için oldukça başarısız bir deneme gibi duruyor.",Sokakta birçok otel var.
ecdde8be7b,en,English,1,"I'm asking you to attend your contract to support the university library at IUPUI, and to consider increasing subsidies.",The IUPUI needs a million dollars to operate this year.
1c42392780,en,English,0,"So he goes out and walks in the woods, little dreaming that Mrs. Inglethorp will open his desk, and discover the incriminating document. ",He goes out into the woods.
221f936c5f,en,English,0,"If they have overestimated how far the CPI is off, Boskin and his commission may institutionalize an underestimated CPI--guaranteeing a yearly, stealth tax increase.",It is possible that they have overestimated how far the CPI is off. 
9e3c6ce68c,en,English,2,yeah the the i mean people like that are crazy i did a study on it though when i was in high school it was one of these things we had to pick a topic to to investigate and at that time i don't think it's like that any more but at that time uh it was very unfair capital punishment was a lot more  common and if you tended and it tended to be that if you were ignorant or if you were a foreigner or if you were black or any minority for that matter the chances your chances of of uh getting the death penalty were you know like hundreds of times greater than if you could just communicate well i mean you didn't have to be um you didn't even necessarily have to be white but if you could just communicate and you could come across in the court room with some kind of um,"It was something very dark and secretive, only containable in a wall of text."
cb6e5b9b80,en,English,1,in you know just dealing with the customer maybe that's there only reason why they don't it'd seem like they'd just put a little barrel out there and say it pour here and go on  we'll take your money,I do not deal with customers well.
c22e7184e5,en,English,1,"For a small fee, non-guests may use the beach and facilities at a number of Guadeloupe and Martinique hotels'a great convenience for island-hoppers.",Facilities include the bathrooms and the all you can drink bar.
b3ece46acf,es,Spanish,2,Dos bibliotecarios de referencia no sabían cómo comenzar una búsqueda.,Los dos bibliotecarios de referencia son expertos en investigación y realizan la búsqueda necesaria al instante.
cf2f621800,en,English,1,"For centuries, the Loire river was a vital highway between the Atlantic and the heart of France.",The Loire stopped being a vital highway shortly after the revolution.
9d8d4c75ed,en,English,1,Gary Oldman turns himself into some sort of gigantic hominid-bat creature and flaps about in Dracula . The Vampire Master in John Carpenter's Vampires can fly down the road fast enough to catch a speeding car and can stick to the ceiling of a motel room.,Oldman made himself a creature that bit everyone he saw.
9bb7b4beb0,en,English,1,no never heard of it,He does not know what it is.
984036f42b,en,English,1,sort of a building season season yeah,The time for major construction projects.
9a50f40e44,vi,Vietnamese,2,Các nghiên cứu Khoa học cũng bỏ qua những sự thật đơn giản về hóa học não.,Nghiên cứu đã dẫn chứng các thông tin về hoá học não bộ.
17f03d4fdc,en,English,0,"These gardens used to belong to the governor's mountain lodge, but the building was demolished by the Japanese during the occupation of Hong Kong.","The governor's mountain lodge used to own these gardens, however the building was destroyed by the Japanese."
1f7f1b06ff,tr,Turkish,1,Sadece Bradley geçen güne kadar etanol devlet desteğine karşı çıktı.,Bradley alkol aldı.
e11d1cac1e,en,English,1,Research and development is composed of,Research and development is composed of orchestra instruments.
a9dd86f55f,en,English,2,The younger girl ran screaming to her.,The young girl stood frozen in her place. 
050614bec1,en,English,2,At eight in the morning.,At seven in the morning.
13f09ccff7,en,English,2,"Well, there's nothing wrong with every gift your parents give you, and you're gonna have to take it out on each of them like, ""Oh, I love you.""",Parents should keep everything they have and not share it.
ad40861fa6,en,English,1,Then he is very sure. ,He is very sure because someone told him.
db5abf98a5,en,English,0,"Now, why is it better than becoming a fur coat?",Can you explain to me why this option is better than a fur coat?
0545b5346d,en,English,2,oh boy it the i think it's like one or the other isn't it i mean you either,It's definitely that one.
3da457046b,en,English,0,"He jumped up, planting one hand on the charging horse, and came at the brute with the axe.",He went after the brute with an axe.
fc4808b488,vi,Vietnamese,2,"Người nhận cuối cùng ở Pakistan sau đó sẽ đi đến Pakistan hawaladar và nhận tiền của mình, bằng đồng rupi, từ bất cứ số tiền nào mà Pakistan hawaladar có trong tay.",Người nhận cuối cùng sẽ cần phải đi đến Thổ Nhĩ Kỳ để lấy tiền của mình.
7a79dfa102,en,English,1,"No, actually, I'm not even familiar with it.",I don't know anything about love.
5e4f77f4b2,en,English,1,and the NIT semifinals are on tonight,The NIT semifinals take place in New York City tonight.
6d6f3f219e,sw,Swahili,1,"Baada ya karne mbili ya uzushi, kanisa ilihitaji mwamko mpya wa kiroho, na ikampata rafiki kamili katika Francis wa Assisi (1182-1226), mzingatia dini  bila ya usumbufu wa fujo.",Kanisa lilipata usaidizi mwingi wa kifedha kutoka kwa Francis wa Assisi.
4c7a02dd26,vi,Vietnamese,1,"Khía cạnh nào của chính sách đối ngoại của chúng ta, Richard Clarke, nỗi sợ hãi nhất sẽ bị bỏ rơi - đứng xung quanh trong khi dân thường bị giết ở Rwanda hoặc đứng xung quanh trong khi dân thường bị giết ở Kosovo?",Clarke lo lắng về cách chúng ta sẽ ứng phó với bạo lực gần đây.
15efee42ef,en,English,2,"And this is that I was the only savior in 922, the other guy was a psychologist.",There was no support of any kind.
22c514a01b,ru,Russian,2,Представители дикой фауны включают лангуров и длиннохвостых макаков.,Там нет обезьян.
7f12a31fd5,sw,Swahili,1,"Kwa mfano, baadhi ya dondoo hutolewa kwa usahihi kutoka kwenye vifaa vinavyotumiwa au mahakama ambayo mchezo huu huchezwa.",Jambo hili hutokea mara kwa mara wakati mchezo unapoundwa kwa kutumia vifaa vya michezo mingine.
8b2474377f,en,English,1,The percent of total cost for each function included in the model and cost elasticity (with respect to volume) are shown in Table 1.,Each function cost $1000 to create.
2f0bd40ca6,en,English,2,"Each caters to a specific crowd, so hunt around until you find the one right for you.",You won't have to search at all to find one that works for you.
27f4d15a5d,en,English,2,"Have her show it,"" said Thorn.",Thorn told her to hide it.
33a0e97524,en,English,2,they'll they'll say yeah why didn't you buy why didn't you try something more mainline,They will scoff at you for doing something so mainline.
612afc7501,en,English,2,"(And yes, he has said a few things that can, with some effort, be construed as support for supply-side economics.)",There is no way those things could be construed as support for supply-side economics.
f7f23d8382,ur,Urdu,0,49 ایک اجرت پریمیم کریم سکیمر کو موثر ادائیگی / لاگت سے فائدہ حاصل کرنے کے لئے آسانی سے حاصل کرنے کی اجازت دیتا ہے.,سکیمرز آگے بڑھا سکتے ہیں  وہ ادا کر کے جو سب کرتے ہیں
8846b7a41e,el,Greek,1,Τα κινεζικά γαστρονομικά εδάφη στην Κούβα και εφευρέθηκε η κουζίνα της Κούβας-Κίνας.,Κινέζοι μάγειρες μετανάστευσαν στην Κούβα.
8bf7126fce,en,English,0,"Yes, Elizabeth Taylor, Norman Mailer, Warren Beatty, David Rockefeller, and Mick Jagger will go to a nightclub, but only if they are reasonably certain that Diana Ross, William F. Buckley Jr., Salvador Dali, Betty Ford, Frank Sinatra, Mikhail Baryshnikov, and the king of Cyprus will show up too--and vice versa.",A group of celebrities will be at the nightclub as long as another specific group is there. 
775510dc41,en,English,2,NHTSA noted that the only other possible interpretation of section 330 was to treat the phrase standards promulgated . . . prior to the enactment of this section as,It all happened after the enactment of this section as
13be0f7a96,en,English,0,"In a further role reversal, Gingrich may have positioned himself to fill it.",Gingrich may fill the position. 
d772e13e87,bg,Bulgarian,1,"Но аз не вярвам, че такъв алгоритмичен инструмент може да бъде завършен.",Алгоритъмът не може да реши как да направи перфектен сандвич без човешка преценка.
0cc8276e33,en,English,2,From the Index: Average number of public school students expelled each school day last year for gun  34.,The index did not include the average number of public school students expelled last year each school day.
d3f24c5a61,en,English,1,"That first glimpse of the towering, steepled abbey rising from the sea on its rock is a moment you will not forget.",The abbey is the region's most photographed building.
7fa6bd811f,en,English,2,Look for the servant girl hurtled into hell for flirting with the devil.,The servant girl ascended to heaven for her good behavior.
4bf65b5564,en,English,1,"Despite their many similarities, Koreans and Japanese have long been mutually hostile and have pointed to the vast differences between their languages as proof that they lack a shared ancestry.","Koreans and Japanese have been mutually hostile for a long time, but are now trying to be mutually peaceful."
b4f5b7f169,en,English,0,"We hate them because they are smarter, or more studious, or more focused than we are.",We hate them out of jealousy for being smarter than us. 
d24293cb61,en,English,1,"So, what about the hybrid plan - enrollment for heavy users and micro for the rest?",A lot of users should be charged with most of the money.
8435bb1c6e,en,English,0,"The fancifully decorated Macau Palace, a floating casino moored on the western waterfront, is fitted out with gambling tables, slot machines (known locally as hungry tigers ) and, for hungry humans, a restaurant.",Macau Palace is a casino that has what are known locally as hungry tigers.
7a93795214,en,English,2,"For example, service coordination is a popular remedy for limited funds.",There are no ways to overcome fund limitation.
c6559b7860,en,English,1,Jon ran as the tunnel collapsed behind him.,The blast had brought the walls of the tunnel down.
4d4ccc7e14,en,English,2,"I understand, mademoiselle, I understand all you feel. ","I have no clue how you feel, madam."
7a3723efb5,en,English,1,"Beautiful examples of enamelware, ceramics, and pottery are produced in great abundance, often following a Celtic theme.",One can also find many examples of early Roman ceramics.
a0e029ed53,en,English,2,well we bought this with credit too  well we found it with a clearance uh down in Memphis i guess and uh,We bought items in Memphis using cash. 
fe1ef6b8f7,en,English,2,His grandson Akbar chose Agra for his capital over Delhi.,"His grandson chose Washington DC as the capital, not New York City."
820f522ebc,en,English,2,The final rule contains a Federalism Assessment under Executive Order,The final rule had a federalism assessment that was added through a special election.
fa16e8370b,en,English,2,'These are human lives.,These are animal lives 
5c6153da86,en,English,2,"He sought to write comfortably on a page open to him: levius fit patientia quicquid correspondere est nefas sought, but it was hard to find.",He had concerns after reading the words on the page.
22526e9ed8,sw,Swahili,1,Nyani aina ya Leaf monkeys na macaques wenye mikia mirefu ni baadhi ya wanyama pori.,Wana tumbili 200 huko.
2b8b1bd7e9,en,English,1,and i look back on that and i bought shoes i went shopping i did not need that money i did not need it i didn't need it i shouldn't have even qualified to get it i didn't need it and it would have been a little rough i might have eaten some bologna instead of roast beef out of the deli but i did not need it and as i look back now now we're paying that back i told my son if you have to live in the ghetto to go to college do it but don't take out ten thousand dollars in loans don't do it and i don't i hope don't think he'll have to do that but i just so like we might if we didn't have those loans we could have saved in the last five years the money for that and i believe we would have because God's really put it in our heart not to get in debt you know but we have friends at church that do this on a constant basis that are totally debt free and they pay cash for everything they buy,My friends should look towards me as a model of saving money.
584d5601cf,bg,Bulgarian,1,"Освен лексиката, граматиката – особено синтаксисът – също се е променила донякъде, макар и не толкова, че да е непонятна за средностатистическия читател.","Хората, които имат проблеми с граматиката, със сигурност ще имат проблеми и с разбирането."
b47a4f29c2,en,English,2,Strategic human capital management must be at the center of this transformation effort.,Human capital management will not be considered in the transformation effort
9011e0471c,en,English,2,"A member of the only student-run chapter of the American Civil Liberties Union in New York state, Zelon worked to resolve disputes between students and police officers to help protect the public's right to peaceful protest.",Zelon is not run by students in New york state.
ca0a363d6c,en,English,2,"Troyes is also a center for shopping, with two outlet centers selling both French and international designer-name fashions and home accessories.","There are three outlet centers in Troyes, all of which sell only French fashions."
b5e7f56246,vi,Vietnamese,1,Thêm thời gian thông thường cần được thêm vào để phát triển kế hoạch hành động,Họ thường cần thêm một năm để thực hiện kế hoạch.
e9a18f4889,en,English,1,The party's broad aims were to support capitalist policies and to continue close ties with Britain and the rest of the Commonwealth.,The party sought to establish ties with the United States.
1a17ca29e9,en,English,1, Jon took Susan to the mother of the boy who had befriended her.,Jon took Susan to the village.
ca9894c70a,en,English,0,"Anyway, she was found dead this morning.""",She was dead this morning.
f8f5a72a87,en,English,0,"Not only must capital goods be replaced as they depreciate, but new generations of workers must be comparably",Capital goods are vulnerable to depreciation and should be replaced.
fc50f829cd,en,English,2,Daniel Yamins is a brilliant young mathematician.,"Mr. Yamins is a great artist, but he's also a terrible mathematician."
f59005ef33,en,English,2,"ran toward us rather slowly, like people finishing their run.","They ran toward us with amazing speed, like they were racing."
59ea49df31,en,English,2,You did not understand that he believed Mademoiselle Cynthia guilty of the crime?,He believed Mademoiselle Cynthia innocent and you were aware?
4fc0abed29,en,English,1,Practice 16: Be Alert to New Monitoring Tools and Techniques,Practice 17 is to check for intrusions.
9481b95a57,en,English,0,"It has long been influenced by their differing traits, and has assimilated their various customs and practices.",Their unique traits has created many customs and practices.
9b27daf724,en,English,0,"You're going to deliver yourself to the head of the Rev, Pitt has warned him.",Pitt changed everything else they expected to play in Bishop's plan.
b2dda5465e,en,English,0,then there's that uh let's see i like the Lakers Milwaukee Atlanta Hawks i like them too,"I like the LA Lakers, Atlanta Hawks and Milwaukee Bucks."
12deacdac1,en,English,2,New York Times columnist Bob Herbert asserts that managed care has bought Republican votes and that patients will die as a result.,Managed care had nothing to do with the Republican voting.
789993fbb7,en,English,0,"14 Managing for  Federal Managers' Views Show Need for Ensuring Top Leadership Skills (GAO-01-127, Oct. 20, 2000); Management  Using the Results Act and Quality Management to Improve Federal Performance (GAO/T-GGD-99-151, July 29, 1999); and Management  Elements of Successful Improvement Initiatives (GAO/T- GGD-00-26, Oct. 15, 1999).","The documentation for Ensuring Top Leadership Skills is GAO-01-127, Oct. 20, 2000."
bf3931e60b,en,English,1," The Romans never really infiltrated Ibiza, and even after the defeat of Hannibal in 202 b.c. during the Second Punic War their influence was restrained.",The Romans didn't infiltrate Ibiza because it wasn't valuable.
e7e69f06e0,en,English,1,"As a member of the Nusbaum, you have helped protect endangered animals-- and their homes.","The endangered species, some of which were rescued by members of the Nasbaum, are the tree frogs."
b9fcf02f32,de,German,2,"Nichts kommt von nichts, behauptete Lukrez vor zweitausend Jahren, und Tautologen haben ihm Recht gegeben.",Die Argumente von Lecretius wurden von Tautologen als falsch erwiesen.
dcea40c729,tr,Turkish,1,evet ya senin kullanacağın bir paspas almayı önerdi,O kanı paspas ile temizlemek istedi.
68f7476450,en,English,0,no i mean there there there was nothing to it i mean,It was no big deal.
9317adc998,es,Spanish,2,Los acertijos son tanto divertidos como educativos.,Los acertijos son aburridos y no te enseñan nada.
719a647f5d,de,German,2,Also ähm gut es bringt nichts außer Chaos.,Es ist sehr ruhig und verursacht keine Probleme.
6e043164e6,en,English,0,The analyses utilized different assumptions and generally resulted in smaller expenditure impact estimates than noted above.,The differing assumptions of the analyses resulted in different estimate than noted.
ffd690e48b,en,English,0,I still didn't trust the little buggers.,I had a distrust for the tiny things.
0bb0a073ff,en,English,1,"We come to a little difficulty here, since Mrs. Inglethorp never drank it.""","Therefore, Mrs. Inglethorp is not the murderer. "
d76beeb9b0,ru,Russian,1,"Затем идет Бона -  центр плетения корзин, который также позиционирует себя домом танца кечак.",Бона известна танцами кечак.
4c68504e93,en,English,1,"I've been taking a lot of pleasure from reading through the back issues of that journal, a rather scary opportunity when you consider that each year makes two books, about 400 pages per issue.",I enjoy reading overtime magazines.
02710da033,hi,Hindi,2,"रमज़ी यूसफ और खालिद शेख ने 1995 के मनिला एयर षड्यंत्र को संचालित किया था, और केएसएम ने युसूफ के 1993 में विश्व व्यापार केंद्र को उड़ाने के प्रयास के लिए पूँजी प्राप्त करवाने में सहायता की थी.",खालिद शेख मोहम्मद दुनिया भर में आतंकवाद को खत्म करने के अपने प्रयासों के लिए जाने-माने जाते थे।
59a7da5dd8,en,English,1,"Most of Slate will not be published next week, the third and last of our traditional summer weeks off.",Slate won't be published much this summer.
2f3dadbfe4,bg,Bulgarian,1,"В техен просветен собствен интерес  те подкрепиха тази нова организация, знаейки, че тя ще е от полза за града като цяло.","Те вярваха, че организацията ще направи живота по-добър за възрастните хора в града."
d8f4e426fe,en,English,0,"But in a house where family members are obsessed with computers, especially the Internet, when it's used to communicate and to enjoy a lack of co-operating activity, there's a lot of that in there.",Using computers and the Internet can create less communication from family members.
e32f2adc19,en,English,0,but i think let's see the teams that were there last year were see somebody from California i don't even know who won the pennant last year,I am in the dark as to who won the pennant last year
5bcc52c6ce,en,English,1,That story remains to be told.,The story will be told tomorrow.
6c0e3d0f12,en,English,2,"If necessary to meeting the restrictions imposed in the preceding sentence, the Administrator shall reduce, pro rata, the basic Phase II allowance allocations for each unit subject to the requirements of section 414.",Section 414 helps higher allowance allocations for each unit.
9e20a36e09,en,English,2,Tommy had a healthy and vigorous appetite.,Tommy wasn't hungry.
90528d4fc1,en,English,2,"Local legend claims that he wrote part of his great saga, Os Lusadas, in what is now called the Camees Grotto, situated in the spacious tropical Camees Garden.",Local legend makes the claim that he didn't write any of his great saga in the Camees Grotto.
2f1617c9b3,tr,Turkish,1,Alışveriş dışı işlemler - kazançlar ve zararlar,Başka pek çok takas dışı işlem de var.
d17eed71b5,en,English,1,"Along with the latest technology, the prime minister's office has a superb Bossi marble fireplace, as well as a fine display of art and crafts.",The Bossi marble fireplace was designed in Italy.
8014be8f5b,el,Greek,2,"Εάν είναι δυνατόν, εξοικειωθείτε με την υπόθεση εκ των προτέρων.","Μην συζητήσετε από πριν για την πλοκή, αυτό θα χαλάσει τη διασκέδαση αργότερα."
9797cf52fc,en,English,0,Abortive countrywide revolts,The country is in unrest.
302ec0a185,en,English,2,"Note her paleness, her tone of voice, and her groaning lips and eyes, which were staring at her, and the curiosity of her determination of her fate.",You even refused to look at him.
72d586735a,en,English,2,This is an excellent tool for the IRT education programme: it allows children to witness stories and teach them daily life and survival.,The IRT education programme assists the elderly.
080ddd820e,bg,Bulgarian,0,"това вероятно е повече защото просто харесвам репортажа, тъй като нямам време да чета вестник","Харесва ми покритието, което има, защото никога не съм имал време да седя и да чета доклада."
657e422829,en,English,2,"The castle itself comprises an early 17th-century tower house, restored with Irish oak from the park which is held together without a single nail.",The castle itself does not contain any early 17th-century tower houses.
ca355f10ab,en,English,0,"Aswan became a backwater following the decline of the Egyptian Empire, far removed from power bases at Alexandria and Cairo.",Aswan was no longer a power base for the Egyptian Empire.  
16b4e3c2d4,en,English,0,The cathedral in particular is impressive after dark.,The cathedral has a greater impressiveness during the night.
b75d492c89,es,Spanish,1,"Gestionar el cambio en las industrias postales y de envío, Ed.",Hay personas cuyo único trabajo es gestionar los cambios en las industrias de envío y correo.
04f3061206,en,English,0,He'd gone a long way on what he'd found in one elementary book.,"On what he'd found in one elementary book, he'd gone a long way."
cd6016d0c7,en,English,1,"Possibly, but strychnine is a fairly rapid drug in its action. ",Strychnine is used to treat flu symptoms in horses. 
dfab5947b0,en,English,2,"So I get it, and I'm kind of cool. What do I have to do with it?",I just know what to use it for!
d809145f66,en,English,1,but i think that's probably a good idea,That's potentially a good idea for the company.
9b88046c60,en,English,2,The baby's father responded by filing a wrongful death suit.,The baby's mother responded by filing a rightful death suit.
765d833d3e,en,English,2,"How long, Thaler and Siegel ask, will it take most investors to get wise to the fact that the equity premium is just too damned high?",Thaler and Siegel think that many investors already know that the equity premium is too high. 
e92d7e6884,vi,Vietnamese,0,Một số chủ sở hữu cơ sở đã đổi mới trong kế hoạch xây dựng của họ để giảm thiểu thời gian chết.,Thời gian suy thoái có thể được giảm bằng cách sử dụng các kế hoạch xây dựng cải tiến.
df393a3386,sw,Swahili,0,Charles Lane Jamhuri Jipya anasema kuwa Habari za Ukamataji zinapanua rekodi ya Gabriel Garcaa Marquez ya uandishi wa habari usioaminika.,Charles Lane ni mwandishi.
0fbdbccb3c,en,English,0,"If he were someone who was an assistant, with an ailing mother to support, well, it would be impossible.",It would not be possible if he was an assistant with a sick mom. 
30c4653914,en,English,2,"The Anti-Defactation Lakegue's questionnaire explains a lot of continued agreements against the extremes -- from 29 percent in 1964, down to 20 percent in 1992, and up to 12 percent today.",A survey of anti-traumatic groups indicated a slow increase in anti-Semites in America.
21c2bebc33,en,English,1,"According to the Natural Resources Conservation Service, this single, voluntary program will provide flexible technical, financial, and educational assistance to farmers and ranchers who face serious threats to soil, water, and related natural resources on agricultural and other lands, including grazing lands, wetlands, forest lands, and wildlife habitats.",Farmers and ranchers must have all of their licenses and permits to qualify. 
64f914e696,en,English,1,"Although all four categories of emissions are down substantially, they only achieve 50-75% of the proposed cap by 2007 (shown as the dotted horizontal line in each of the above figures).",The downturn in the emission categories simply isn't enough in our estimation.
baea45ea27,de,German,0,Der New Yorker hat mit Sonderausgaben zurück gekämpft - riesige Bände über Rasse oder Hollywood oder die Zukunft.,"Als Antwort, The New Yorker veröffentlichte massive Sonderausgaben über Themen wie Hollywood, Rasse und die Zukunft."
e5c51b79b0,en,English,0,"Wanda knows just as well as any mother the new possibilities that come out of you, and she thinks it's a wonderful thing to know.",Wanda's a mom.
47fa8ab393,en,English,0,Cabourg is the most stately of the old Channel resorts.,Cabourg is an old Channel resort.
ddb1c72324,tr,Turkish,0,"Çoğu zaman, bu ilk duvar resimleri bir halk sanatı olarak adlandırılmıştır.",Önceki zamanlardan duvar yazıları insanların sanatı olarak da bilinirdi.
8cfc5bf7f2,en,English,1,"It features over 50 outlets for discounted designer fashions, from Armani to DKNY.",It's discount name designer outlet stores are very popular.
275ad5326e,en,English,1,Never mind that the movie had been out for months and that a Best Supporting Actor Oscar nomination had already been awarded for the portrayal of the female character.,the actors acted well
704e053926,en,English,1,"To the right at kilometer 7, the 18-hole Pok-Ta-Pok golf course is located on a vast land tongue that protrudes into the lagoon.",Most of the famous golfers played at the Pok-Ta-Pok.
cf30162ac3,ur,Urdu,0,لہذا آج تم اس دعوت نامے میں توسیع کر رہے ہو کہ آج ہم آپ کے ساتھ مل کر موقع پر مرکز کے چارٹر ایسوسی ایٹ کے طور پر شامل ہونے کا موقع دیتے ہیں.,ہم آپ کو مدنظر پر مرکز کا حصہ بناتے ہیں.
97b089ee65,en,English,0,"than the passage of time, the rate of inflation, or geographic location, as so often is the case today.","Factors include the passage of time, the rate of inflation, or geographic location."
c254e444ca,en,English,0,yeah i i think my favorite restaurant is always been the one closest  you know the closest as long as it's it meets the minimum criteria you know of good food,I am not picky about what kind of food I eat I just don't want to travel far. 
4178a85789,en,English,0,"In addition, special service areas are funded for two populations with special needs - Native Americans and migrant workers.",There are special service areas for both Native Americans and migrant workers. 
aff54ab685,ur,Urdu,0,مرکزی کمانڈ کے کمانڈر جنرل ٹومی فرکس (سینٹکوم) نے ہمیں بتایا 43 کہ صدر مطمئن نہیں تھا.,صدر کمانڈر جنرل سے خوش نہیں تھے
ab9ba2fc6c,en,English,1,NHTSA noted that the only other possible interpretation of section 330 was to treat the phrase standards promulgated . . . prior to the enactment of this section as,"NHTSA's note came out at the critical time, and helped avert a major crisis."
53c5a0190a,en,English,2,Too bad it chose to use McIntyre instead.,McIntyre was not picked to be used.
0739bab36b,ur,Urdu,0,برنسٹین تعارف میں وضاحت کرتا ہے,تمہید میں تفصیل موجود ہے۔
5ccf61e892,tr,Turkish,0,"T bir nezaket olacaktır, yani olacaktır. Bir an için, daha hızlı nefes alıp, yanaklarında ebediyen ve akan bir renkle onun önünde durdu.",Nefes nefeseydi ve bir an için paniklemiş görünüyordu.
310e62eae0,vi,Vietnamese,0,vài năm về trước tôi là một sinh viên ở đó và đã dành um một học kì du học ở Luân Đôn,"Một vài năm trước, tôi học ở London trong một học kỳ."
9b80981537,de,German,0,"Schwärmerei für Mrs. Dalloway kommen immer wieder, aber es gibt auch eine kritischere Einstellung.",Ebenso wie Schwärmereien existiert für Mrs. Dalloway auch Kritik.
6ef8330c3a,en,English,1,Nobody knows much about the early Etruscans.,There is no proof that early Etruscans ever existed.
bce2c5f20c,en,English,1,"The show, which begins each evening at 9:00 p.m. , relates in melodramatic fashion the history of Istanbul while coloured floodlights illuminate the spectacular architecture of the Blue Mosque.",The show lasts for two and a half hours.
3d3e969e20,vi,Vietnamese,0,"ồ, tôi thấy nhà nước không yêu cầu nó, nó khá là bất thường phải không",Thật kỳ lạ là nhà nước không yêu cầu nó.
e5c4e17a51,en,English,0,"Thanks to your involvement, we can help children - like the little boy on this page - become better citizens.",We are working to improve the lives of children.
d614f85dde,tr,Turkish,0,"Haziran ayının sonunda yapılan milletvekili toplantılarıda, Tenet, el Kaide konusunda Amerika Birleşik Devletleri ile Taliban iş birliği beklentilerini değerlendirmekle görevlendirilmişti.","Bir noktada, el Kaide'ye karşı Taliban ile iş birliğinde bulunma konusu düşünüldü."
48c3937657,en,English,0,"About 1400 years before Este's palace was established, Melrio was also the great rural home of a prominent person.",Melrio was out of the country.
5361c30d33,el,Greek,2,Αυτές οι τοποθεσίες είναι όλες κοντά στην Ατλάντα.,Όλες οι τοποθεσίες ήταν στο Λος Άντζελες.
f6aba56d23,en,English,0,"Information is the resource-extractive industry of the next century, and the concept of intellectual property --a term that dates back 150 years--comes up when individuals or companies assert a particular claim and embody it in the form of copyrights, trademarks, and patents.",The idea and term of intellectual property has been around for a while.
264b5293a5,en,English,1,Or anything else you wanted and couldn't keep against magic.,You had to be careful with what you wanted to protect. 
89a5c1f2f6,en,English,1,It's mighty lucky you did say it.,I don't know why you said it.
73fa311c94,en,English,2,"My uncle, he's a great man.",My uncle is an idiot!
